Species;Gear;Station.ID;Replicate.number;Number.at.station;Weight.g;Biomass
Astarte;Dredge;1;2;11.18343195;0.760274464;8.502477738
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.308022661;3.444750464
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;1.076357262;12.03736819
Astarte;Dredge;1;2;11.18343195;0.392804322;4.392900406
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.294330876;3.291629321
Astarte;Dredge;1;2;11.18343195;0.880844123;9.850860309
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.408175133;4.564798829
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.276438404;3.091530079
Astarte;Dredge;1;2;11.18343195;1.155375117;12.921059
Astarte;Dredge;1;2;11.18343195;0.527794326;5.902551924
Astarte;Dredge;1;2;11.18343195;0.199941182;2.236028603
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;2;1;49.28571429;0.244948288;12.07245133
Astarte;Dredge;2;1;49.28571429;0.332169529;16.37121252
Astarte;Dredge;2;1;49.28571429;0.244948288;12.07245133
Astarte;Dredge;2;1;49.28571429;0.370121303;18.24169278
Astarte;Dredge;2;1;49.28571429;0.213563802;10.52564453
Astarte;Dredge;2;1;49.28571429;0.563180573;27.75675682
Astarte;Dredge;2;1;49.28571429;0.392804322;19.35964158
Astarte;Dredge;2;1;49.28571429;0.120219114;5.925084885
Astarte;Dredge;2;1;49.28571429;0.370121303;18.24169278
Astarte;Dredge;2;1;49.28571429;0.499085893;24.59780475
Astarte;Dredge;2;1;49.28571429;0.076031625;3.747272953
Astarte;Dredge;2;1;49.28571429;0.499085893;24.59780475
Astarte;Dredge;2;1;49.28571429;0.74199887;36.5699443
Astarte;Dredge;2;1;49.28571429;0.219052071;10.79613779
Astarte;Dredge;2;1;49.28571429;0.219052071;10.79613779
Astarte;Dredge;2;1;49.28571429;0.437683877;21.5715625
Astarte;Dredge;2;1;49.28571429;1.160187686;57.18067879
Astarte;Dredge;2;1;49.28571429;0.563180573;27.75675682
Astarte;Dredge;2;1;49.28571429;0.880844123;43.41303177
Astarte;Dredge;2;1;49.28571429;0.589065121;29.03249526
Astarte;Dredge;2;1;49.28571429;0.244948288;12.07245133
Astarte;Dredge;2;1;49.28571429;0.138927241;6.847128287
Astarte;Dredge;2;1;49.28571429;0.510675713;25.16901731
Astarte;Dredge;2;1;49.28571429;0.589065121;29.03249526
Astarte;Dredge;2;1;49.28571429;0.710341972;35.00971149
Astarte;Dredge;2;1;49.28571429;0.225645265;11.12108804
Astarte;Dredge;2;1;49.28571429;0.199941182;9.854243969
Astarte;Dredge;2;1;49.28571429;1.549070882;76.34706491
Astarte;Dredge;2;1;49.28571429;0.563180573;27.75675682
Astarte;Dredge;2;1;49.28571429;0.437683877;21.5715625
Astarte;Dredge;2;1;49.28571429;0.510675713;25.16901731
Astarte;Dredge;2;1;49.28571429;0.649629547;32.01745626
Astarte;Dredge;2;1;49.28571429;0.148803723;7.333897759
Astarte;Dredge;2;1;49.28571429;0.437683877;21.5715625
Astarte;Dredge;2;1;49.28571429;0.649629547;32.01745626
Astarte;Dredge;2;1;49.28571429;0.649629547;32.01745626
Astarte;Dredge;2;1;49.28571429;0.256619148;12.64765799
Astarte;Dredge;2;1;49.28571429;0.332169529;16.37121252
Astarte;Dredge;2;1;49.28571429;0.174323321;8.591649388
Astarte;Dredge;2;1;49.28571429;0.563180573;27.75675682
Astarte;Dredge;2;1;49.28571429;0.589065121;29.03249526
Astarte;Dredge;2;1;49.28571429;1.076357262;53.04903647
Astarte;Dredge;2;1;49.28571429;0.710341972;35.00971149
Astarte;Dredge;2;1;49.28571429;0.244948288;12.07245133
Astarte;Dredge;2;1;49.28571429;0.672822928;33.1605586
Astarte;Dredge;2;1;49.28571429;0.244948288;12.07245133
Astarte;Dredge;2;1;49.28571429;0.589065121;29.03249526
Astarte;Dredge;2;1;49.28571429;0.138927241;6.847128287
Astarte;Dredge;2;1;49.28571429;0.771190351;38.0086673
Astarte;Dredge;2;1;49.28571429;0.880844123;43.41303177
Astarte;Dredge;2;1;49.28571429;0.482684119;23.78943156
Astarte;Dredge;2;1;49.28571429;0.370121303;18.24169278
Astarte;Dredge;2;1;49.28571429;0.139682496;6.884351603
Astarte;Dredge;2;1;49.28571429;0.182299698;8.98477083
Astarte;Dredge;2;1;49.28571429;0.710341972;35.00971149
Astarte;Dredge;2;1;49.28571429;0.528663124;26.05553967
Astarte;Dredge;2;2;22.04878049;0.615813737;13.57794191
Astarte;Dredge;2;2;22.04878049;0.370121303;8.16072336
Astarte;Dredge;2;2;22.04878049;0.482684119;10.64259617
Astarte;Dredge;2;2;22.04878049;0.332169529;7.32393304
Astarte;Dredge;2;2;22.04878049;0.031615887;0.697091756
Astarte;Dredge;2;2;22.04878049;0.276438404;6.095129686
Astarte;Dredge;2;2;22.04878049;0.370121303;8.16072336
Astarte;Dredge;2;2;22.04878049;0.225645265;4.975202907
Astarte;Dredge;2;2;22.04878049;0.138927241;3.063176232
Astarte;Dredge;2;2;22.04878049;0.276438404;6.095129686
Astarte;Dredge;2;2;22.04878049;0.950488016;20.95710161
Astarte;Dredge;2;2;22.04878049;0.482684119;10.64259617
Astarte;Dredge;2;2;22.04878049;0.482684119;10.64259617
Astarte;Dredge;2;2;22.04878049;0.615813737;13.57794191
Astarte;Dredge;2;2;22.04878049;0.276438404;6.095129686
Astarte;Dredge;2;2;22.04878049;0.138927241;3.063176232
Astarte;Dredge;2;2;22.04878049;0.091685032;2.021543147
Astarte;Dredge;2;2;22.04878049;0.213563802;4.70882139
Astarte;Dredge;2;2;22.04878049;0.437683877;9.650395724
Astarte;Dredge;2;2;22.04878049;0.832164474;18.34821182
Astarte;Dredge;2;2;22.04878049;0.076031625;1.676404612
Astarte;Dredge;2;2;22.04878049;0.510675713;11.25977671
Astarte;Dredge;2;2;22.04878049;0.950488016;20.95710161
Astarte;Dredge;2;2;22.04878049;0.918786807;20.25812863
Astarte;Dredge;2;2;22.04878049;0.138927241;3.063176232
Astarte;Dredge;2;2;22.04878049;0.159343435;3.513328413
Astarte;Dredge;2;2;22.04878049;0.615813737;13.57794191
Astarte;Dredge;2;2;22.04878049;0.668564762;14.74103769
Astarte;Dredge;2;2;22.04878049;0.174323321;3.843616637
Astarte;Dredge;2;2;22.04878049;0.437683877;9.650395724
Astarte;Dredge;2;2;22.04878049;0.332169529;7.32393304
Astarte;Dredge;2;2;22.04878049;0.056492594;1.245592794
Astarte;Dredge;2;2;22.04878049;0.880844123;19.42153871
Astarte;Dredge;2;2;22.04878049;0.138927241;3.063176232
Astarte;Dredge;2;2;22.04878049;0.527794326;11.63722123
Astarte;Dredge;2;2;22.04878049;0.370121303;8.16072336
Astarte;Dredge;2;2;22.04878049;0.997490713;21.99345377
Astarte;Dredge;2;2;22.04878049;0.880844123;19.42153871
Astarte;Dredge;2;2;22.04878049;0.811343854;17.88914254
Astarte;Dredge;2;2;22.04878049;0.244948288;5.40081103
Astarte;Dredge;2;2;22.04878049;0.308022661;6.791524028
Astarte;Dredge;2;2;22.04878049;0.199941182;4.408459232
Astarte;Dredge;2;2;22.04878049;0.332169529;7.32393304
Astarte;Dredge;2;2;22.04878049;0.308022661;6.791524028
Astarte;Dredge;2;2;22.04878049;0.950488016;20.95710161
Astarte;Dredge;2;2;22.04878049;0.056492594;1.245592794
Astarte;Dredge;2;2;22.04878049;0.482684119;10.64259617
Astarte;Dredge;2;2;22.04878049;1.298546238;28.63136096
Astarte;Dredge;2;2;22.04878049;0.308022661;6.791524028
Astarte;Dredge;2;2;22.04878049;1.020265521;22.49561051
Astarte;Dredge;2;2;22.04878049;0.370121303;8.16072336
Astarte;Dredge;2;2;22.04878049;0.563180573;12.41744483
Astarte;Dredge;2;2;22.04878049;0.199941182;4.408459232
Astarte;Dredge;2;2;22.04878049;0.771190351;17.00380676
Astarte;Dredge;2;2;22.04878049;0.482684119;10.64259617
Astarte;Dredge;2;2;22.04878049;0.276438404;6.095129686
Astarte;Dredge;2;2;22.04878049;0.710341972;15.66217422
Astarte;Dredge;2;2;22.04878049;0.174323321;3.843616637
Astarte;Dredge;2;2;22.04878049;0.308022661;6.791524028
Astarte;Dredge;2;2;22.04878049;0.563180573;12.41744483
Astarte;Dredge;2;2;22.04878049;0.244948288;5.40081103
Astarte;Dredge;2;2;22.04878049;0.615813737;13.57794191
Astarte;Dredge;2;2;22.04878049;0.997490713;21.99345377
Astarte;Dredge;2;2;22.04878049;0.771190351;17.00380676
Astarte;Dredge;2;2;22.04878049;0.710341972;15.66217422
Astarte;Dredge;2;2;22.04878049;0.332169529;7.32393304
Astarte;Dredge;2;2;22.04878049;1.020265521;22.49561051
Astarte;Dredge;2;2;22.04878049;1.076357262;23.73236499
Astarte;Dredge;2;2;22.04878049;0.244948288;5.40081103
Astarte;Dredge;2;2;22.04878049;0.771190351;17.00380676
Astarte;Dredge;2;2;22.04878049;0.068123301;1.5020357
Astarte;Dredge;2;2;22.04878049;0.056492594;1.245592794
Astarte;Dredge;2;2;22.04878049;0.710341972;15.66217422
Astarte;Dredge;2;2;22.04878049;1.648565217;36.34885258
Astarte;Dredge;2;2;22.04878049;1.076357262;23.73236499
Astarte;Dredge;2;2;22.04878049;0.710341972;15.66217422
Astarte;Dredge;2;2;22.04878049;0.174323321;3.843616637
Astarte;Dredge;2;2;22.04878049;0.174323321;3.843616637
Astarte;Dredge;2;2;22.04878049;0.482684119;10.64259617
Astarte;Dredge;2;2;22.04878049;1.155375117;25.47461234
Astarte;Dredge;2;2;22.04878049;0.199941182;4.408459232
Astarte;Dredge;2;2;22.04878049;0.020566725;0.453471202
Astarte;Dredge;3;1;4;0.213563802;0.854255208
Astarte;Dredge;3;1;4;0.0449245;0.179698001
Astarte;Dredge;3;1;4;0.771190351;3.084761404
Astarte;Dredge;3;1;4;0.563180573;2.252722293
Astarte;Dredge;3;1;4;0.174323321;0.697293284
Astarte;Dredge;3;1;4;0.174323321;0.697293284
Astarte;Dredge;3;1;4;1.298546238;5.194184954
Astarte;Dredge;3;1;4;0.091685032;0.366740128
Astarte;Dredge;3;1;4;0.076031625;0.3041265
Astarte;Dredge;3;1;4;0.997490713;3.989962851
Astarte;Dredge;3;1;4;0.332169529;1.328678118
Astarte;Dredge;3;1;4;0.437683877;1.750735507
Astarte;Dredge;3;1;4;0.710341972;2.841367889
Astarte;Dredge;3;1;4;0.811343854;3.245375416
Astarte;Dredge;3;1;4;0.076031625;0.3041265
Astarte;Dredge;3;1;4;0.076031625;0.3041265
Astarte;Dredge;3;1;4;0.880844123;3.523376492
Astarte;Dredge;3;1;4;0.615813737;2.463254947
Astarte;Dredge;3;1;4;0.771190351;3.084761404
Astarte;Dredge;3;1;4;0.332169529;1.328678118
Astarte;Dredge;3;1;4;0.710341972;2.841367889
Astarte;Dredge;3;1;4;0.880844123;3.523376492
Astarte;Dredge;3;1;4;0.771190351;3.084761404
Astarte;Dredge;3;1;4;0.213563802;0.854255208
Astarte;Dredge;3;2;4;0.649629547;2.598518189
Astarte;Dredge;3;2;4;0.068123301;0.272493202
Astarte;Dredge;3;2;4;0.950488016;3.801952062
Astarte;Dredge;3;2;4;0.563180573;2.252722293
Astarte;Dredge;3;2;4;0.563180573;2.252722293
Astarte;Dredge;3;2;4;0.148803723;0.595214891
Astarte;Dredge;3;2;4;0.182299698;0.729198792
Astarte;Dredge;3;2;4;0.213563802;0.854255208
Astarte;Dredge;3;2;4;0.056492594;0.225970374
Astarte;Dredge;3;2;4;0.091685032;0.366740128
Astarte;Dredge;3;2;4;0.068123301;0.272493202
Astarte;Dredge;3;2;4;0.091685032;0.366740128
Astarte;Dredge;3;2;4;0.811343854;3.245375416
Astarte;Dredge;3;2;4;1.449743236;5.798972944
Astarte;Dredge;3;2;4;1.251632818;5.006531272
Astarte;Dredge;3;2;4;NA;0
Astarte;Dredge;3;2;4;0.482684119;1.930736474
Astarte;Dredge;3;2;4;0.148803723;0.595214891
Astarte;Dredge;3;2;4;0.615813737;2.463254947
Astarte;Dredge;3;2;4;0.118589357;0.474357429
Astarte;Dredge;3;2;4;0.091685032;0.366740128
Astarte;Dredge;3;2;4;0.997490713;3.989962851
Astarte;Dredge;3;2;4;0.771190351;3.084761404
Astarte;Dredge;3;2;4;0.068123301;0.272493202
Astarte;Dredge;11;1;55.40540541;0.880844123;48.80352573
Astarte;Dredge;11;1;55.40540541;1.298546238;71.94648078
Astarte;Dredge;11;1;55.40540541;0.615813737;34.11940974
Astarte;Dredge;11;1;55.40540541;0.710341972;39.35678496
Astarte;Dredge;11;1;55.40540541;1.719166989;95.25114398
Astarte;Dredge;11;1;55.40540541;0.25142619;13.93037
Astarte;Dredge;11;1;55.40540541;0.710341972;39.35678496
Astarte;Dredge;11;1;55.40540541;0.563180573;31.20324797
Astarte;Dredge;11;1;55.40540541;1.020265521;56.52822481
Astarte;Dredge;11;1;55.40540541;0.510675713;28.29419494
Astarte;Dredge;11;1;55.40540541;0.408175133;22.61510874
Astarte;Dredge;11;1;55.40540541;0.437683877;24.25005264
Astarte;Dredge;11;1;55.40540541;0.880844123;48.80352573
Astarte;Dredge;11;1;55.40540541;1.549070882;85.82690023
Astarte;Dredge;11;1;55.40540541;1.209736693;67.02595191
Astarte;Dredge;11;1;55.40540541;0.771190351;42.72811404
Astarte;Dredge;11;1;55.40540541;0.527794326;29.24265858
Astarte;Dredge;11;1;55.40540541;1.298546238;71.94648078
Astarte;Dredge;11;1;55.40540541;0.615813737;34.11940974
Astarte;Dredge;11;1;55.40540541;0.392804322;21.76348271
Astarte;Dredge;11;1;55.40540541;0.615813737;34.11940974
Astarte;Dredge;11;1;55.40540541;0.244948288;13.57145919
Astarte;Dredge;11;1;55.40540541;1.020265521;56.52822481
Astarte;Dredge;11;1;55.40540541;0.332169529;18.40398744
Astarte;Dredge;11;1;55.40540541;1.449743236;80.32361172
Astarte;Dredge;11;1;55.40540541;0.294330876;16.3075215
Astarte;Dredge;11;1;55.40540541;1.155375117;64.01402677
Astarte;Dredge;11;1;55.40540541;0.482684119;26.74330927
Astarte;Dredge;11;1;55.40540541;0.294330876;16.3075215
Astarte;Dredge;11;1;55.40540541;0.563180573;31.20324797
Astarte;Dredge;11;1;55.40540541;0.710341972;39.35678496
Astarte;Dredge;11;1;55.40540541;0.510675713;28.29419494
Astarte;Dredge;11;1;55.40540541;0.522865449;28.9695722
Astarte;Dredge;11;1;55.40540541;0.091685032;5.079846373
Astarte;Dredge;11;1;55.40540541;0.244948288;13.57145919
Astarte;Dredge;11;1;55.40540541;0.482684119;26.74330927
Astarte;Dredge;11;1;55.40540541;0.710341972;39.35678496
Astarte;Dredge;11;1;55.40540541;0.23491329;13.01546608
Astarte;Dredge;11;1;55.40540541;1.155375117;64.01402677
Astarte;Dredge;11;1;55.40540541;0.446321955;24.72864883
Astarte;Dredge;11;1;55.40540541;1.077159223;59.68044345
Astarte;Dredge;11;1;55.40540541;0.615813737;34.11940974
Astarte;Dredge;11;1;55.40540541;0.832164474;46.10641006
Astarte;Dredge;11;1;55.40540541;1.940180038;107.4964616
Astarte;Dredge;11;1;55.40540541;0.668564762;37.04210169
Astarte;Dredge;11;1;55.40540541;0.408175133;22.61510874
Astarte;Dredge;11;1;55.40540541;0.721424799;39.97083345
Astarte;Dredge;11;1;55.40540541;0.138927241;7.697320087
Astarte;Dredge;11;1;55.40540541;0.771190351;42.72811404
Astarte;Dredge;11;1;55.40540541;0.332169529;18.40398744
Astarte;Dredge;11;1;55.40540541;0.482684119;26.74330927
Astarte;Dredge;11;1;55.40540541;1.897769417;105.1466839
Astarte;Dredge;11;1;55.40540541;0.771190351;42.72811404
Astarte;Dredge;11;1;55.40540541;0.880844123;48.80352573
Astarte;Dredge;11;1;55.40540541;0.348058536;19.28432429
Astarte;Dredge;11;1;55.40540541;0.918786807;50.90575553
Astarte;Dredge;11;1;55.40540541;0.918786807;50.90575553
Astarte;Dredge;11;1;55.40540541;0.437683877;24.25005264
Astarte;Dredge;11;1;55.40540541;0.308022661;17.06612038
Astarte;Dredge;11;1;55.40540541;0.437683877;24.25005264
Astarte;Dredge;11;1;55.40540541;1.549070882;85.82690023
Astarte;Dredge;11;1;55.40540541;0.771190351;42.72811404
Astarte;Dredge;11;1;55.40540541;1.076357262;59.63601045
Astarte;Dredge;11;1;55.40540541;0.768529779;42.58070395
Astarte;Dredge;11;1;55.40540541;0.437683877;24.25005264
Astarte;Dredge;11;1;55.40540541;0.676800511;37.49840669
Astarte;Dredge;11;1;55.40540541;1.549070882;85.82690023
Astarte;Dredge;11;1;55.40540541;0.615813737;34.11940974
Astarte;Dredge;11;1;55.40540541;1.449743236;80.32361172
Astarte;Dredge;11;1;55.40540541;1.449743236;80.32361172
Astarte;Dredge;11;1;55.40540541;0.573005548;31.74760469
Astarte;Dredge;11;1;55.40540541;0.138927241;7.697320087
Astarte;Dredge;11;1;55.40540541;1.549070882;85.82690023
Astarte;Dredge;11;1;55.40540541;0.832164474;46.10641006
Astarte;Dredge;11;2;78.82352941;0.392804322;30.96222303
Astarte;Dredge;11;2;78.82352941;0.276438404;21.78985066
Astarte;Dredge;11;2;78.82352941;0.408175133;32.17380463
Astarte;Dredge;11;2;78.82352941;0.668564762;52.6986342
Astarte;Dredge;11;2;78.82352941;1.655282914;130.4752414
Astarte;Dredge;11;2;78.82352941;1.155375117;91.07074454
Astarte;Dredge;11;2;78.82352941;1.076357262;84.84227828
Astarte;Dredge;11;2;78.82352941;0.563247488;44.39715493
Astarte;Dredge;11;2;78.82352941;0.244948288;19.30768857
Astarte;Dredge;11;2;78.82352941;0.482684119;38.04686581
Astarte;Dredge;11;2;78.82352941;0.710341972;55.99166135
Astarte;Dredge;11;2;78.82352941;0.370121303;29.1742674
Astarte;Dredge;11;2;78.82352941;0.950488016;74.92082005
Astarte;Dredge;11;2;78.82352941;0.370121303;29.1742674
Astarte;Dredge;11;2;78.82352941;0.199941182;15.76006964
Astarte;Dredge;11;2;78.82352941;0.527794326;41.60261154
Astarte;Dredge;11;2;78.82352941;0.771190351;60.78794531
Astarte;Dredge;11;2;78.82352941;0.118589357;9.347631687
Astarte;Dredge;11;2;78.82352941;0.668564762;52.6986342
Astarte;Dredge;11;2;78.82352941;0.437683877;34.49978794
Astarte;Dredge;11;2;78.82352941;1.608932646;126.8217498
Astarte;Dredge;11;2;78.82352941;1.155375117;91.07074454
Astarte;Dredge;11;2;78.82352941;0.370121303;29.1742674
Astarte;Dredge;11;2;78.82352941;0.244948288;19.30768857
Astarte;Dredge;11;2;78.82352941;0.370121303;29.1742674
Astarte;Dredge;11;2;78.82352941;0.118589357;9.347631687
Astarte;Dredge;11;2;78.82352941;0.091685032;7.226937825
Astarte;Dredge;11;2;78.82352941;1.298546238;102.3559976
Astarte;Dredge;11;2;78.82352941;0.510675713;40.25326212
Astarte;Dredge;11;2;78.82352941;0.710341972;55.99166135
Astarte;Dredge;11;2;78.82352941;0.370121303;29.1742674
Astarte;Dredge;11;2;78.82352941;0.138927241;10.95073544
Astarte;Dredge;11;2;78.82352941;0.437683877;34.49978794
Astarte;Dredge;11;2;78.82352941;0.710341972;55.99166135
Astarte;Dredge;11;2;78.82352941;0.370121303;29.1742674
Astarte;Dredge;11;2;78.82352941;0.199941182;15.76006964
Astarte;Dredge;11;2;78.82352941;0.710341972;55.99166135
Astarte;Dredge;11;2;78.82352941;1.449743236;114.2738786
Astarte;Dredge;11;2;78.82352941;0.276438404;21.78985066
Astarte;Dredge;11;2;78.82352941;0.276438404;21.78985066
Astarte;Dredge;11;2;78.82352941;0.308022661;24.27943324
Astarte;Dredge;11;2;78.82352941;0.244948288;19.30768857
Astarte;Dredge;11;2;78.82352941;1.313826603;103.5604499
Astarte;Dredge;11;2;78.82352941;1.020265521;80.4209293
Astarte;Dredge;11;2;78.82352941;0.225645265;17.78615615
Astarte;Dredge;11;2;78.82352941;0.276438404;21.78985066
Astarte;Dredge;11;2;78.82352941;0.371438431;29.27808807
Astarte;Dredge;11;2;78.82352941;0.721424799;56.86524885
Astarte;Dredge;11;2;78.82352941;0.950488016;74.92082005
Astarte;Dredge;11;2;78.82352941;1.38751478;109.3688121
Astarte;Dredge;11;2;78.82352941;0.332169529;26.18277467
Astarte;Dredge;12;1;43.67346939;1.076357262;47.00825592
Astarte;Dredge;12;1;43.67346939;0.408175133;17.82642419
Astarte;Dredge;12;1;43.67346939;0.482684119;21.08049007
Astarte;Dredge;12;1;43.67346939;0.997490713;43.56388011
Astarte;Dredge;12;1;43.67346939;0.563180573;24.59604952
Astarte;Dredge;12;1;43.67346939;0.771190351;33.68055819
Astarte;Dredge;12;1;43.67346939;0.482684119;21.08049007
Astarte;Dredge;12;1;43.67346939;0.091685032;4.004203443
Astarte;Dredge;12;1;43.67346939;0.174323321;7.61330422
Astarte;Dredge;12;1;43.67346939;0.811343854;35.43420097
Astarte;Dredge;12;1;43.67346939;0.276438404;12.07302417
Astarte;Dredge;12;1;43.67346939;0.710341972;31.02309838
Astarte;Dredge;12;1;43.67346939;0.615813737;26.89472239
Astarte;Dredge;12;1;43.67346939;0.668564762;29.19854268
Astarte;Dredge;12;1;43.67346939;0.138927241;6.067434589
Astarte;Dredge;12;1;43.67346939;0.527794326;23.05060932
Astarte;Dredge;12;1;43.67346939;0.408175133;17.82642419
Astarte;Dredge;12;1;43.67346939;0.527794326;23.05060932
Astarte;Dredge;12;1;43.67346939;0.615813737;26.89472239
Astarte;Dredge;12;1;43.67346939;0.510675713;22.30298014
Astarte;Dredge;12;1;43.67346939;0.332169529;14.50699578
Astarte;Dredge;12;1;43.67346939;0.031615887;1.38077548
Astarte;Dredge;12;1;43.67346939;0.244948288;10.69774155
Astarte;Dredge;12;1;43.67346939;0.056492594;2.467227553
Astarte;Dredge;12;1;43.67346939;0.370121303;16.16448139
Astarte;Dredge;12;1;43.67346939;0.392804322;17.15512753
Astarte;Dredge;12;1;43.67346939;0.118589357;5.179208663
Astarte;Dredge;12;1;43.67346939;0.710341972;31.02309838
Astarte;Dredge;12;1;43.67346939;0.437683877;19.1151734
Astarte;Dredge;12;1;43.67346939;0.573005548;25.02514026
Astarte;Dredge;12;1;43.67346939;0.771190351;33.68055819
Astarte;Dredge;12;1;43.67346939;0.482684119;21.08049007
Astarte;Dredge;12;1;43.67346939;0.199941182;8.73212509
Astarte;Dredge;12;1;43.67346939;0.458311667;20.01606058
Astarte;Dredge;12;1;43.67346939;0.618310201;27.00375161
Astarte;Dredge;12;1;43.67346939;0.482684119;21.08049007
Astarte;Dredge;12;1;43.67346939;0.771190351;33.68055819
Astarte;Dredge;12;1;43.67346939;0.527794326;23.05060932
Astarte;Dredge;12;1;43.67346939;0.573005548;25.02514026
Astarte;Dredge;12;1;43.67346939;0.25142619;10.98065402
Astarte;Dredge;12;1;43.67346939;0.710341972;31.02309838
Astarte;Dredge;12;1;43.67346939;0.276438404;12.07302417
Astarte;Dredge;12;1;43.67346939;0.649629547;28.37157615
Astarte;Dredge;12;1;43.67346939;0.332169529;14.50699578
Astarte;Dredge;12;1;43.67346939;0.437683877;19.1151734
Astarte;Dredge;12;1;43.67346939;0.563180573;24.59604952
Astarte;Dredge;12;1;43.67346939;0.332169529;14.50699578
Astarte;Dredge;12;1;43.67346939;0.482684119;21.08049007
Astarte;Dredge;12;1;43.67346939;0.408175133;17.82642419
Astarte;Dredge;12;2;48.66666667;0.076031625;3.700205756
Astarte;Dredge;12;2;48.66666667;1.121097204;54.5600639
Astarte;Dredge;12;2;48.66666667;0.199941182;9.730470856
Astarte;Dredge;12;2;48.66666667;0.332169529;16.16558377
Astarte;Dredge;12;2;48.66666667;0.408175133;19.86452316
Astarte;Dredge;12;2;48.66666667;0.482684119;23.4906271
Astarte;Dredge;12;2;48.66666667;0.437683877;21.30061534
Astarte;Dredge;12;2;48.66666667;0.118589357;5.771348718
Astarte;Dredge;12;2;48.66666667;0.332169529;16.16558377
Astarte;Dredge;12;2;48.66666667;0.482684119;23.4906271
Astarte;Dredge;12;2;48.66666667;0.437683877;21.30061534
Astarte;Dredge;12;2;48.66666667;0.563180573;27.40812123
Astarte;Dredge;12;2;48.66666667;0.370121303;18.01257007
Astarte;Dredge;12;2;48.66666667;0.370121303;18.01257007
Astarte;Dredge;12;2;48.66666667;0.482684119;23.4906271
Astarte;Dredge;12;2;48.66666667;0.710341972;34.56997599
Astarte;Dredge;12;2;48.66666667;0.056492594;2.749306218
Astarte;Dredge;12;2;48.66666667;0.332169529;16.16558377
Astarte;Dredge;12;2;48.66666667;0.199941182;9.730470856
Astarte;Dredge;12;2;48.66666667;0.563180573;27.40812123
Astarte;Dredge;12;2;48.66666667;0.039757002;1.934840785
Astarte;Dredge;12;2;48.66666667;0.437683877;21.30061534
Astarte;Dredge;12;2;48.66666667;0.811343854;39.4854009
Astarte;Dredge;12;2;48.66666667;0.276438404;13.45333566
Astarte;Dredge;12;2;48.66666667;0.950488016;46.25708342
Astarte;Dredge;12;2;48.66666667;0.589065121;28.6678359
Astarte;Dredge;12;2;48.66666667;0.332169529;16.16558377
Astarte;Dredge;12;2;48.66666667;0.710341972;34.56997599
Astarte;Dredge;12;2;48.66666667;0.308022661;14.99043615
Astarte;Dredge;12;2;48.66666667;0.527794326;25.68599051
Astarte;Dredge;12;2;48.66666667;0.294330876;14.32410262
Astarte;Dredge;12;2;48.66666667;0.649629547;31.61530464
Astarte;Dredge;12;2;48.66666667;0.615813737;29.96960186
Astarte;Dredge;12;2;48.66666667;0.118589357;5.771348718
Astarte;Dredge;12;2;48.66666667;0.056492594;2.749306218
Astarte;Dredge;12;2;48.66666667;0.950488016;46.25708342
Astarte;Dredge;12;2;48.66666667;0.138927241;6.761125709
Astarte;Dredge;12;2;48.66666667;0.015306528;0.744917678
Astarte;Dredge;12;2;48.66666667;0.244948288;11.92081668
Astarte;Dredge;12;2;48.66666667;0.308022661;14.99043615
Astarte;Dredge;12;2;48.66666667;0.118589357;5.771348718
Astarte;Dredge;12;2;48.66666667;3.284509236;159.8461161
Astarte;Dredge;12;2;48.66666667;0.482684119;23.4906271
Astarte;Dredge;12;2;48.66666667;0.880844123;42.86774731
Astarte;Dredge;12;2;48.66666667;0.563180573;27.40812123
Astarte;Dredge;13;1;47.11111111;0.527794326;24.86497711
Astarte;Dredge;13;1;47.11111111;0.276438404;13.02332036
Astarte;Dredge;13;1;47.11111111;0.771190351;36.33163431
Astarte;Dredge;13;1;47.11111111;0.710341972;33.46499959
Astarte;Dredge;13;1;47.11111111;0.482684119;22.73978514
Astarte;Dredge;13;1;47.11111111;0.276438404;13.02332036
Astarte;Dredge;13;1;47.11111111;0.589065121;27.75151238
Astarte;Dredge;13;1;47.11111111;0.370121303;17.43682582
Astarte;Dredge;13;1;47.11111111;1.298546238;61.17595612
Astarte;Dredge;13;1;47.11111111;1.090167949;51.35902339
Astarte;Dredge;13;1;47.11111111;0.510675713;24.05850028
Astarte;Dredge;13;1;47.11111111;0.710341972;33.46499959
